trials,multiplications,batchsize,time
1754,1167,4096,1964340998
1300,1407,8192,1958246327
1381,658,2048,1979506851
1407,1107,2048,1956162415
1875,941,2048,1957028527
575,766,512,2624621354
826,977,1024,1965918481
2433,1555,2048,2753859090
269,688,2048,1967861098
893,1079,2048,1975341332
2260,1594,1024,2803361698
2432,2494,1024,2955566493
1544,1596,2048,1982028552
1211,1719,2048,1975065044
1543,1483,8192,1958459065
2458,1652,2048,2761384920
1784,774,512,2674560599
2398,1549,8192,1958969300
1442,1888,8192,1951662981
1311,1354,8192,1949431795
1380,2424,8192,1968173853
2136,1847,2048,2796566497
1593,1597,4096,1964038541
272,416,1024,1979415249
618,1690,8192,1976443184
1247,1199,512,2703416803
1024,2310,8192,1969979233
2041,501,4096,1963507336
695,259,8192,1968292726
1124,2367,2048,1953280279
2290,763,8192,1963627422
2177,487,2048,2599119450
2460,234,8192,1957201871
1099,2436,4096,1965485721
893,441,512,2612367572
2106,681,4096,1969476832
696,219,4096,1974115457
1239,1727,8192,1952234663
2342,1906,8192,1958864905
1306,229,1024,2593995205
1693,291,1024,2596358270
2282,254,1024,2615138399
601,457,4096,1959287726
1089,1953,8192,1971808798
62,1479,4096,1958589038
2490,1361,512,2808020089
1731,1386,8192,1952710963
752,1683,8192,1964418332
45,195,4096,1968374618
1417,297,4096,1957798208
373,154,4096,1978206246
970,2337,4096,1978393817
157,2187,1024,1949248491
1309,467,1024,2607109899
1344,1972,1024,2710410366
566,2001,512,2670224671
1845,2257,1024,2733020146
2356,167,4096,1965418535
667,2372,1024,1971308471
1347,1837,1024,2679667921
389,546,1024,1959489234
2215,698,8192,1948903340
2472,613,8192,1957477699
249,322,8192,1966776167
538,30,8192,1978224681
2383,2466,2048,2876335121
855,1672,4096,1970788169
436,404,4096,1981056834
161,941,1024,1949578821
1532,1715,8192,1964558416
1409,247,1024,2599685023
459,76,2048,1965956654
1662,2302,8192,1963387544
2293,463,1024,2635013364
1475,824,1024,2625393103
2115,2375,8192,1981002302
809,271,8192,1983712285
877,1259,1024,1960563025
2333,1465,512,2840233763
2012,2180,4096,1975244793
1690,1401,1024,2659934401
488,883,1024,1969511258
529,2483,1024,1946411462
1541,2376,1024,2741957512
520,430,512,2594473817
369,1583,4096,1980878429
1451,420,1024,2611488923
1321,1349,2048,1964763640
667,712,1024,1968117359
2415,18,4096,1975259099
1937,916,1024,2635317784
1967,23,2048,1971642007
2423,450,2048,2608853098
498,1079,512,1967145529
66,857,4096,1980732907
1631,1469,512,2778227576
1672,1423,8192,1962157270
2148,1189,512,2790612853
1785,651,2048,1970556055
1831,467,4096,1973270446
1393,1889,4096,1964507541
1025,835,8192,1972644294
29,991,2048,1956379032
1997,2465,512,2915885025
845,582,8192,1976436484
672,629,512,2608330539
2236,1598,8192,1958182780
2012,570,8192,1957511612
1572,1463,8192,1978273713
1200,1629,2048,1954967290
228,2152,1024,1962273789
615,728,512,2624851710
1454,1074,512,2687317507
2468,2131,4096,1976318011
3,2080,8192,1973581669
2391,2394,4096,1970294886
501,1611,512,1983050065
251,1760,8192,1953011257
1559,1220,512,2758062985
1481,2407,4096,1967758597
1718,1122,512,2743808308
1570,1047,2048,1960802825
608,1267,2048,1988963116
1991,1590,2048,1998099140
1594,975,4096,1969127720
474,1538,512,1948657256
1874,1797,2048,1977531133
2130,1538,2048,2739516712
2312,1181,512,2799420312
2262,1572,1024,2795138306
729,573,8192,1977869917
2264,1511,1024,2787227365
646,397,2048,1952975250
1721,1494,2048,1982371726
2310,2279,512,2975719225
1663,764,2048,1953917044
1295,1865,4096,1964420268
281,1354,1024,1958043008
714,2383,2048,1988368482
757,1125,8192,1969380914
1553,1297,512,2775493127
545,2229,4096,1962757975
2332,1939,2048,2801437840
868,2172,4096,1975492806
485,2270,8192,1970287331
1316,1634,1024,2673897682
1906,1868,2048,1966427194
70,180,2048,1959443109
588,2455,512,2699188081
242,731,4096,1960630843
1841,1155,1024,2655072168
472,169,2048,1969886621
1216,2193,1024,2724795011
2238,1906,8192,1967912805
235,808,8192,1973724296
2051,1398,8192,1968766845
1266,1105,4096,1967242540
518,842,2048,1965485080
1242,1011,512,2676970334
115,2117,512,1961282242
228,2041,4096,1967648110
566,1869,4096,1973388808
1355,2300,512,2797527899
1153,1390,512,2700861483
2178,25,8192,1966488850
1384,1109,1024,2642418508
196,2251,8192,1995045433
303,823,8192,1972347398
699,2135,8192,1966407548
458,691,2048,1971078212
1358,966,4096,1984129186
112,695,2048,1971531822
545,369,1024,1976409583
2126,1372,2048,2712579922
2466,300,1024,2625013793
1255,1524,1024,2675334072
878,965,4096,1970937428
1304,1508,2048,1970530156
643,114,4096,1982142706
2223,1837,512,2908705624
949,390,512,2609680917
1483,948,4096,1988172326
247,501,1024,1970642936
119,1385,4096,1954401651
1883,2067,4096,1978863848
1396,536,512,2642086907
155,380,1024,1975964650
20,2490,8192,1968119112
1468,1001,8192,1980780617
874,1982,4096,1952201351
1808,1812,2048,1969837719
2452,1577,1024,2803477609
991,496,2048,2009479296
776,1633,2048,1981650073
1983,1382,1024,2651916049
1135,1584,2048,1976957158
872,2462,8192,1965945673
907,1858,4096,1976599780
1210,1541,4096,1978325119
686,1507,2048,1966649501
633,425,8192,1964149691
188,237,4096,1953979300
2160,1278,8192,1959746888
981,676,2048,1974527109
742,1248,1024,1971426885
325,668,4096,1957972105
2335,1122,8192,1969774241
2327,483,2048,2624242810
38,8,2048,1973433822
2233,1536,4096,1979769173
1102,70,1024,2604258806
561,2275,512,2700828832
462,160,4096,1966844025
1931,2477,1024,2719955812
2055,1319,512,2814278409
287,2258,8192,1986276486
609,1713,1024,1976174723
834,171,512,2621325788
1108,1277,4096,1967993397
569,79,1024,1981569052
2058,1684,4096,1966329111
1688,433,512,2645279554
1376,1041,2048,1960256632
642,1907,2048,1988971191
2296,2382,2048,2898635410
995,121,4096,1972926813
1947,945,512,2725668476
2487,1327,4096,1963661105
243,578,8192,1979505609
377,18,8192,1966906462
1348,1894,2048,1973023493
1180,1502,4096,1967479955
919,2145,2048,1986495436
495,1915,512,1966254101
651,1612,8192,1980300037
2163,1285,2048,2715137550
1978,1436,2048,1976854977
2132,1302,1024,2752387409
1735,130,8192,1957104631
2186,705,512,2746450133
427,2199,2048,1972237923
200,809,4096,1983256552
2068,2455,512,3031280525
920,1382,2048,1963685532
466,1476,512,1963658701
810,835,4096,1970669627
253,130,2048,1965529083
13,663,4096,1976330665
698,2255,8192,1986772404
2492,210,2048,2597846802
765,391,1024,1968549467
1177,2279,2048,1972708204
1768,1736,8192,1984985690
2136,1075,8192,1976155276
548,751,2048,1962378164
588,2305,2048,1976249544
1715,1801,8192,1958304857
1427,65,2048,1958607394
2346,955,8192,1952754697
2150,506,2048,2633842933
2318,1069,2048,2666775007
1498,643,4096,1975724621
79,2184,8192,1961200720
668,2179,8192,1947491825
1237,1603,8192,1968350405
975,1245,2048,1969094748
1840,508,2048,1968341118
1516,1095,8192,1965640762
411,807,1024,1957810002
2210,1107,512,2801270085
1319,525,512,2632383591
700,411,512,2614357944
750,1385,4096,1985499922
1998,1158,4096,1979475212
193,696,4096,1961122022
1462,1095,4096,1985102118
1227,1025,1024,2660566313
850,507,1024,1961005515
1764,153,1024,2605842481
2044,2033,2048,1985427747
603,2314,1024,1981325006
631,898,8192,1971858643
74,681,2048,1963280003
940,1130,512,2657591044
237,2452,2048,1965261562
715,1409,512,2656600810
833,1708,512,2658988420
254,294,512,1970963637
153,676,1024,1971182597
1388,80,2048,1957213033
2126,1078,1024,2703987346
1596,1770,2048,1949667908
436,924,4096,1971450960
2315,83,2048,2590936886
1492,25,8192,1970070806
2286,1739,2048,2758355431
581,2383,2048,1971111775
2086,1316,8192,1986879445
925,397,4096,1972136002
1934,737,8192,1949733311
1154,1233,8192,1965072477
907,1320,4096,1977972730
2229,1166,512,2778143919
1839,573,8192,1969058300
309,270,8192,1951460214
66,2482,1024,1980034781
1901,2491,512,2917646313
449,825,4096,1978481863
1912,909,512,2716129187
186,676,8192,1981287776
2347,1954,2048,2800613077
1821,1660,4096,1962956707
875,1257,1024,1985902084
704,660,2048,1969859681
294,981,4096,2003932992
1145,251,4096,1951070664
1723,1580,2048,1959136905
2098,1938,512,2932781758
1485,717,2048,1982095167
1098,908,2048,1958493501
1571,629,8192,1966666132
1137,369,4096,1980661824
900,2046,8192,1965953097
1697,301,4096,1959579564
2032,1716,4096,1966006577
986,109,8192,1979696527
2444,326,1024,2623396375
146,1205,1024,1984038306
800,2170,2048,1958925750
952,452,8192,1987533038
969,605,8192,1970007818
1667,1083,4096,1970667944
1929,140,512,2613342763
2274,1335,4096,1976433728
543,8,1024,1979558689
1460,820,4096,1969793877
331,202,8192,1986216403
2328,1785,1024,2820454111
2145,1308,512,2826190571
311,1526,512,1956386366
52,891,4096,1974480692
1772,1840,512,2817260643
635,2116,1024,1975451189
66,1312,4096,1956959559
535,862,4096,1971943221
158,1679,4096,1987771164
1159,1470,4096,1975873260
2253,1869,512,2905653760
1994,213,8192,1957225537
2037,189,1024,2604009289
182,315,512,1958538075
212,2345,8192,1969013066
2398,1382,8192,1960215605
1494,1577,2048,1974067559
1587,1809,4096,1957475014
1907,816,2048,1950142837
1930,2456,2048,1964890667
1505,455,4096,1967429972
693,308,512,2598381603
2418,2173,8192,1970256323
1509,72,1024,2592587646
197,113,4096,1957898868
716,607,1024,1955045115
1084,2213,8192,1952847901
2484,1874,1024,2834057540
2433,2029,2048,2817966985
1779,1506,8192,1977842175
2482,1359,2048,2715379234
375,1322,4096,1969535554
2289,2256,8192,1976059027
1482,458,1024,2603468647
1062,685,1024,2642857990
2057,415,512,2665141699
839,2122,1024,1972770701
1845,70,4096,1957461138
306,2299,1024,1978265087
2346,1956,2048,2811776476
2189,2496,8192,1963870659
2350,814,1024,2659359564
1432,235,1024,2597310509
522,2185,512,2682258635
735,974,8192,1965466846
1707,1074,2048,1989941728
198,445,512,1985631188
918,1205,512,2631616135
2444,189,4096,1974722705
2009,887,512,2705121509
1347,2064,512,2765193253
1760,471,2048,1967913027
2369,176,8192,1962153584
1768,2303,512,2932161106
61,2405,1024,1964839612
618,1387,512,2669060436
2099,960,1024,2748692582
950,1559,1024,1984381628
205,1184,512,1944195042
1473,898,2048,1927138859
1430,995,2048,1931724675
1246,895,1024,2594922697
957,237,8192,1927165149
1097,676,512,2612876610
1246,690,4096,1951134764
2341,392,8192,1950630380
2021,1825,8192,1938612570
1338,516,2048,1929258639
199,928,8192,1928107464
673,556,1024,1948269450
1784,494,4096,1950163326
1095,1979,2048,1946979335
428,811,512,1938402417
2388,575,2048,2576418755
416,2188,1024,1959339425
1453,877,2048,1940930239
603,2414,1024,1956962735
1459,1286,4096,1939100183
2095,2324,8192,1936090268
167,2118,512,1940421718
310,914,1024,1929515620
1605,2113,1024,2668770503
2362,1311,8192,1936878113
2143,781,1024,2627905397
1413,1170,8192,1942475292
1069,1226,8192,1943954322
2421,289,512,2602797180
482,43,8192,1940857815
1225,1026,4096,1948096677
2014,52,8192,1942043555
333,2144,4096,1945028452
2492,32,2048,2549946675
2193,1080,2048,2621633235
864,1098,4096,1935860498
1739,1168,512,2681138048
1586,101,2048,1925121683
849,1562,4096,1948413679
576,1561,512,2597158384
555,1434,4096,1957036192
77,1286,512,1931124642
2491,2287,4096,1942589557
331,235,4096,1938991119
1453,1782,1024,2627622357
1891,195,1024,2555220848
1478,2032,4096,1950365144
2020,1773,4096,1937556313
553,2215,512,2641856706
73,1787,2048,1939343038
2326,1324,8192,1928997570
282,2229,2048,1938559101
1944,1035,8192,1945403063
2168,2399,1024,2865866212
787,2158,2048,1965292921
2392,837,2048,2588938254
2227,1132,1024,2673963887
1729,2398,8192,1937459892
140,1787,2048,1942623549
1288,1575,1024,2613659657
853,865,2048,1938016534
373,914,8192,1930943613
1130,2080,1024,2667618496
1523,413,1024,2576627596
1215,1442,2048,1945459960
1643,1402,4096,1938571354
712,2214,512,2639949005
276,233,1024,1947921639
1692,1564,2048,1932634419
1889,1389,4096,1946690754
259,200,1024,1939543263
830,981,8192,1947913725
79,61,4096,1925919457
1661,1631,2048,1959920723
981,976,8192,1934525629
555,938,8192,1939892877
1553,2482,512,2871402326
1067,2170,2048,1945585014
362,54,512,1959760874
634,913,512,2577810761
858,931,512,2582986060
2361,180,1024,2571872954
2112,1576,2048,2699552663
2223,103,2048,2539285044
1210,1177,8192,1936180828
219,1449,4096,1939712150
1518,1775,1024,2658153657
2218,1341,512,2762609006
2121,342,8192,1937063772
1035,1743,512,2694383745
1308,2321,4096,1936292427
153,339,512,1937070203
554,2010,1024,1943465847
389,1109,8192,1939483882
2091,174,2048,2540859913
59,2027,2048,1944544586
1828,389,512,2594224189
1512,83,1024,2555657056
1903,393,512,2590890418
283,1873,4096,1958717962
1709,226,1024,2562777918
1066,1095,1024,2577016664
1038,394,1024,2553740066
193,413,512,1937169149
1145,1550,4096,1936222967
1950,2231,2048,1938297921
826,864,2048,1940220581
2268,215,1024,2564107956
672,409,1024,1945967772
124,1798,4096,1944406989
295,1165,2048,1957160716
816,1905,8192,1949249795
994,1910,8192,1955675165
1842,2159,8192,1947995707
1319,925,1024,2579985272
1332,577,8192,1942690435
102,1776,4096,1956017646
825,1753,2048,1953418810
1235,874,4096,1942756349
1340,660,2048,1962740171
176,1288,512,1948464345
1309,2332,512,2742610194
1460,1570,1024,2628828315
807,2358,2048,1948052274
1144,502,2048,1953372603
738,238,8192,1947945083
622,246,8192,1945593059
1020,816,512,2585603892
2321,835,8192,1959521486
1533,1553,512,2664920666
1589,427,2048,1943638060
664,464,2048,1946841156
913,1960,8192,1932145614
263,1825,8192,1934307451
1758,2271,1024,2675539746
1973,2389,4096,1948983674
1081,107,512,2570202532
1811,1105,512,2686477282
1312,901,2048,1955066595
2493,1829,2048,2742109065
543,599,2048,1936885826
693,1418,2048,1943654298
2059,1819,512,2855221183
851,1134,512,2597206257
660,289,1024,1952245613
672,1376,2048,1942160903
2222,1229,8192,1933073539
635,550,4096,1945951630
1097,215,4096,1940174243
1479,2366,1024,2693428646
1140,2354,2048,1929767590
59,2344,8192,1946854359
1216,2071,2048,1958027678
2315,33,8192,1959175868
1606,340,2048,1939416855
608,1252,512,2614706451
1313,1479,8192,1939688804
366,71,1024,1932661207
2243,311,512,2608849677
259,2338,1024,1951734416
1641,694,1024,2569140713
277,1952,512,1946655066
972,2458,2048,1930951556
816,2334,512,2646440173
183,970,2048,1958922724
1299,2153,4096,1942042731
483,946,512,1952647245
171,1867,2048,1946482272
526,1731,8192,1959578651
1936,2178,512,2839314953
296,118,512,1950546422
2292,917,1024,2637418564
562,2080,2048,1939180232
812,1020,2048,1939374676
1886,193,512,2581192366
2362,2430,512,2961023085
215,545,1024,1947214243
2385,551,4096,1934137852
2442,845,2048,2585989538
535,1987,8192,1930495111
2139,2154,8192,1948079313
2188,1192,8192,1956359395
1233,2205,4096,1937855471
1713,1249,512,2706486472
76,295,8192,1946004528
1329,422,1024,2573947754
160,264,512,1950792873
201,1478,1024,1937852987
249,2060,1024,1954410376
1766,104,1024,2546435614
586,2476,512,2640287084
1977,2404,4096,1935467061
716,1095,512,2602049805
1610,151,2048,1947012104
2022,2192,2048,1941916134
2288,799,2048,2593729519
1076,941,2048,1940808971
259,1999,512,1956169208
1910,758,1024,2578816118
254,723,4096,1954227333
159,414,4096,1931812247
1772,792,1024,2587888563
357,1348,8192,1955062086
951,665,512,2579131579
2045,1772,512,2774793707
1782,1023,1024,2605805988
2048,1150,2048,2629258707
2375,1004,4096,1943558869
1186,2123,1024,2651905886
2147,833,4096,1944147311
87,269,512,1938707477
1214,796,1024,2576642499
910,1899,1024,1934481886
2386,464,2048,2562468170
580,339,4096,1938320883
1882,2460,1024,2689747674
857,680,4096,1942899796
2402,296,512,2605971137
1793,1237,4096,1944561417
763,2454,2048,1940188088
196,595,1024,1943976070
2416,1327,8192,1954856752
691,1705,2048,1941690491
1502,553,8192,1936111417
2247,2010,512,2899386179
400,355,512,1941821708
2004,1793,512,2781130210
561,1365,8192,1950128650
897,1143,2048,1927721388
983,823,1024,1950418402
864,1561,1024,1957858641
242,1204,512,1961274988
1778,1227,8192,1956352963
2209,1308,8192,1935874963
1512,1898,2048,1938391566
1953,1276,8192,1949088842
2068,432,1024,2580848444
2173,2158,4096,1944263278
1767,1522,2048,1937662440
883,317,512,2555006653
968,47,8192,1941656789
2115,418,4096,1938171394
780,1668,2048,1932082875
239,2217,512,1937738413
1089,1216,4096,1944526491
2207,85,4096,1960643335
169,996,2048,1957544563
1464,2047,512,2723674502
1421,1825,8192,1952955312
141,99,4096,1947671229
873,1587,2048,1941320379
606,2100,4096,1945379980
2107,229,4096,1935365751
1303,867,2048,1961457209
1754,1281,4096,1930958950
2070,2087,1024,2812074023
935,2261,8192,1924712636
567,363,512,2557187064
210,887,2048,1942084148
234,154,2048,1946288350
2497,1923,8192,1935908857
286,1945,1024,1937231213
1159,2450,1024,2695515783
1302,2307,1024,2671632870
2146,1715,8192,1939630375
2192,547,2048,2569932405
2086,1876,1024,2793794570
2251,815,4096,1937781513
877,2356,2048,1931117597
1652,70,2048,1949467121
630,1201,4096,1932061234
268,1942,512,1929983845
616,1316,512,2578207048
229,570,1024,1949239415
1658,1183,1024,2590177468
483,1896,2048,1943600678
1410,1063,2048,1931776911
1144,504,8192,1945206655
2380,2385,512,2959088764
1873,2413,1024,2676225087
825,528,512,2578306503
929,1792,8192,1938751309
632,1660,1024,1938655069
1752,131,8192,1927070019
2238,1042,512,2708297944
74,251,1024,1939898496
306,1153,4096,1926907284
481,1683,2048,1940939074
1275,840,2048,1925567988
1188,1127,8192,1937210084
652,2445,2048,1931957900
915,1533,4096,1935284237
738,1847,8192,1947180320
328,3,512,1929873047
528,1003,512,2591564284
2341,38,1024,2540172759
470,269,4096,1949488992
1409,29,4096,1939182516
255,1975,2048,1937743181
930,2448,512,2639926839
15,1348,2048,1936568161
2372,2385,4096,1940181186
1190,1532,2048,1938101993
323,175,512,1931727539
180,30,1024,1945558092
1271,505,512,2584103347
775,746,512,2576312290
1739,1311,8192,1932662880
460,323,512,1947913402
918,1634,512,2591575796
2386,1016,1024,2659641469
2235,949,512,2720649157
1439,875,2048,1950792012
1762,330,4096,1942030798
2436,226,1024,2561415891
1578,2429,4096,1931205522
1010,100,8192,1931450781
298,711,1024,1936674932
1974,881,1024,2592365586
253,2162,1024,1952365898
1229,484,512,2598006095
165,248,8192,1940717059
2153,770,4096,1957425401
142,2319,512,1956326483
103,2237,1024,1944344721
1193,1044,512,2642108223
90,1723,1024,1949013662
2127,912,8192,1927152023
1016,1160,8192,1940068996
288,2141,2048,1938518794
1202,2282,1024,2684298582
2219,285,1024,2552267274
478,682,2048,1946696925
2323,720,4096,1957398359
818,1029,8192,1934438624
2257,1217,4096,1935583688
1126,1534,8192,1924886251
132,927,4096,1938330291
1487,1693,1024,2639477348
1061,729,8192,1943763443
785,509,1024,1924883606
2064,489,512,2630895060
974,1207,512,2584706005
941,1300,512,2611036160
2014,1066,1024,2603610909
905,501,1024,1935096737
695,2160,512,2637444402
42,405,512,1932162643
1952,473,512,2602067318
73,591,512,1930094953
2299,2467,4096,1941342160
1557,1004,1024,2579340890
957,2236,8192,1939185271
1704,2084,8192,1955968413
1205,233,512,2561339548
622,420,1024,1944170365
1087,1949,2048,1953500051
1146,239,512,2547317527
649,2426,2048,1949828728
1322,305,2048,1925603082
567,1211,4096,1941823961
1616,1718,1024,2614898100
1092,1516,512,2698015082
191,1468,4096,1944032678
2238,1343,2048,2658685870
2207,195,1024,2551429845
473,2313,512,1968524340
456,1338,4096,1929139273
308,986,4096,1942636493
722,1291,512,2579393879
1280,988,8192,1927453528
2200,1281,1024,2687849089
400,238,8192,1932226343
568,1497,8192,1945364920
516,2066,2048,1938919153
390,2455,4096,1945422769
890,179,512,2542054552
2148,237,1024,2554961037
1332,151,4096,1942368831
2403,1049,4096,1945259855
2148,399,4096,1951424625
1571,629,4096,1938131819
911,582,512,2571616358
859,1215,4096,1947275177
1739,260,512,2575903875
488,761,4096,1944134547
809,1757,2048,1939634392
559,295,2048,1937605334
1845,2390,8192,1926452833
300,1739,2048,1929533292
1675,2062,512,2807069885
668,674,2048,1930882517
1363,670,512,2596192229
2095,282,8192,1932812029
904,2393,8192,1944320636
1786,707,8192,1937993981
8,720,8192,1935387031
1451,138,2048,1940148724
212,2403,8192,1955588120
273,690,1024,1936994861
1040,1694,1024,2628398496
182,1641,512,1931930950
387,1711,512,1929471756
582,896,2048,1947719639
1600,323,4096,1957808076
535,2390,512,2644921109
207,2313,2048,1941034233
2236,2375,4096,1936614779
2131,1308,512,2750565617
1355,1266,2048,1929936586
2134,497,2048,2564858837
1999,211,1024,2560563966
447,153,8192,1937331611
825,660,1024,1937395831
2327,136,8192,1937200886
781,2358,1024,1944253771
1931,1993,512,2805060623
586,2169,2048,1948259630
975,1783,1024,1971231509
1878,1499,4096,1945878693
1003,2364,1024,1937584394
1216,509,2048,1952286610
223,2294,4096,1941557542
1550,1428,8192,1937441376
941,1874,8192,1938108355
1495,2404,2048,1940315718
1731,1644,2048,1940948342
289,1341,4096,1958081619
2236,1258,4096,1954622683
1273,2176,512,2720597320
2236,355,1024,2587128189
1589,1428,8192,1946933057
31,2338,1024,1943993753
1175,174,1024,2543030900
560,1950,512,2636545348
936,2447,1024,1950803093
1332,1954,1024,2667250654
851,1498,4096,1945252490
1024,1895,8192,1961658686
1397,1373,1024,2604688365
305,1921,8192,1938519915
2473,1946,8192,1947638708
961,2117,8192,1950401831
1557,1662,2048,1949990771
1915,2487,4096,1948346783
1267,1074,4096,1943874229
1684,1523,4096,1940854757
2444,314,8192,1935971915
1462,379,8192,1937545882
505,2374,512,1940078233
760,617,8192,1937286546
2309,1360,512,2808059727
2028,1529,512,2752721754
1247,877,4096,1942206828
1875,445,8192,1928322525
1232,1769,1024,2660782165
1371,87,4096,1954834450
604,747,4096,1944198587
1542,1795,1024,2654558493
2044,2178,1024,2666786206
146,2433,4096,1931174343
780,1147,1024,1964378618
2415,1432,512,2809848696
1421,2487,512,2753520870
1334,782,8192,1955372537
764,189,8192,1945709365
2046,732,2048,1938348706
993,1278,1024,1937770773
1976,1010,2048,1953863903
842,2140,2048,1966607782
222,1206,2048,1932415106
676,2392,4096,1941058929
1405,2467,2048,1937455583
152,297,8192,1939536599
2104,1489,4096,1943212200
1823,620,2048,1937950460
1405,1253,1024,2602421621
2435,2157,2048,2773531354
1677,1181,2048,1953328500
140,1848,512,1956251623
1686,2202,1024,2664684421
777,1019,4096,1950912447
1727,1,4096,1941937003
2230,2446,8192,1936491629
980,977,4096,1959749392
2073,1104,512,2730212341
809,2104,4096,1941575175
1129,2072,4096,1933852878
1061,1282,4096,1937844301
1477,893,2048,1953271073
1304,1866,512,2705295341
1959,2086,4096,1938351891
297,2354,8192,1947301917
304,502,2048,1943155314
953,2161,8192,1943337134
1027,2498,512,2765306464
1360,615,8192,1945794125
1503,747,512,2628970780
1343,620,512,2584645913
336,375,1024,1946821728
178,1501,8192,1943897744
23,477,2048,1938842480
1471,817,4096,1937828381
2395,345,2048,2551489357
1690,1849,8192,1937749193
1153,707,2048,1938955531
137,1379,1024,1946785129
2470,1568,4096,1932502540
695,2101,2048,1945836775
2500,642,1024,2595934166
2148,1760,1024,2785845638
78,537,1024,1972730906
2080,799,8192,1946520054
2468,1512,4096,1946076663
2129,1392,512,2778443038
2117,2119,1024,2823091159
548,577,4096,1936634456
1857,891,1024,2593207421
24,1910,4096,1939810923
1862,873,2048,1935927522
983,533,2048,1937420818
1833,2330,512,2848489270
333,634,1024,1939948971
182,433,2048,1947510427
2280,165,1024,2554176127
289,2366,4096,1942863368
2378,806,4096,1949669419
2141,1878,8192,1946933427
2498,1094,2048,2628687978
2219,80,2048,2542251312
2228,2284,512,2968353429
783,1626,512,2614678529
1949,373,1024,2544833235
1583,1135,4096,1941046536
2224,1371,2048,2673026028
744,1102,4096,1928538929
1080,344,8192,1934649961
47,1972,8192,1946231213
1359,1451,2048,1939610347
1506,131,4096,1944539696
1601,1209,8192,1952848692
2043,1800,4096,1947562926
544,365,4096,1945065440
764,647,8192,1959856011
2491,1211,512,2736815835
1820,599,1024,2562791407
98,385,2048,1939844435
585,556,8192,1956310833
2376,1712,512,2849085636
47,1343,8192,1939671762
2101,1405,1024,2740383485
2379,995,4096,1937964916
2171,1582,8192,1939934914
2486,912,4096,1931702091
903,1277,1024,1945082913
1194,1737,4096,1941686364
335,506,1024,1944128677
2387,82,4096,1947839043
866,1802,8192,1931662287
1384,2186,8192,1945091479
966,552,1024,1939819889
2409,347,4096,1957370107
112,829,512,1929439785
659,1265,4096,1948132623
947,1967,512,2618172340
1613,1682,1024,2620153860
555,2419,4096,1951437670
1519,1200,512,2645044961
894,1777,512,2605903000
1494,16,512,2544954792
325,654,8192,1958696861
514,1019,1024,1936816987
1798,55,8192,1959266538
1696,429,4096,1942873176
613,1081,1024,1953291722
2369,742,512,2661489709
2149,2348,4096,1940383264
1394,389,8192,1956567905
1584,1081,512,2676893278
390,1443,1024,1934375637
1683,1523,2048,1940745282
1881,740,512,2637787003
249,573,2048,1939580351
961,750,4096,1951963304
229,1933,4096,1937027621
1074,1790,1024,2630082849
983,1039,512,2602478648
342,2167,8192,1949688826
41,1474,8192,1939006827
645,91,2048,1935529186
1291,1253,1024,2585031444
1791,182,1024,2537176230
249,44,512,1945777323
1891,546,2048,1940836131
816,2477,1024,1939279498
821,1899,1024,1939938041
67,1944,4096,1938354446
2475,1833,8192,1941426577
699,1997,8192,1927494063
1767,1985,4096,1944557308
333,1778,8192,1942435857
59,1715,512,1936557872
2232,2447,1024,2863077521
257,1685,8192,1931979020
1095,1599,8192,1939879922
1723,726,8192,1936833107
1190,1085,2048,1942131487
1051,21,8192,1933491401
373,50,512,1941201306
953,1479,512,2598556666
219,40,2048,1956958777
190,882,4096,1956978343
1977,2391,2048,1951256170
179,133,8192,1941254123
1334,1402,4096,1937519839
2047,1124,2048,1945317328
1127,483,512,2571315740
436,472,8192,1944250901
1513,1052,8192,1930584645
1940,64,8192,1943767395
2458,2428,1024,2865997537
1478,650,4096,1931481665
388,5,8192,1950788591
893,690,2048,1944103726
1250,2136,512,2724891066
1366,412,4096,1957382217
2010,734,8192,1936442502
1041,2221,512,2734533197
1560,1661,4096,1937756141
1353,207,4096,1934767847
1122,214,1024,2543158634
1084,238,512,2548744111
1125,2193,512,2736637948
786,334,512,2555254570
664,1109,512,2597524739
1724,2251,2048,1942918147
1271,1080,4096,1942967949
2184,2378,8192,1938284130
2024,504,2048,1935355677
1725,2105,512,2805011538
2275,795,2048,2578844475
651,1815,1024,1936421844
2477,730,4096,1940209274
681,2042,4096,1935959858
1530,1626,512,2678791257
2167,1220,2048,2641736572
1171,1148,4096,1936480774
1329,2033,8192,1983730145
59,516,512,1951090336
2102,2275,2048,2807125997
901,1742,1024,1934062867
364,1382,1024,1930548417
1979,2357,2048,1933446142
793,479,1024,1936589989
1599,269,512,2569566866
972,107,8192,1934154218
202,2058,1024,1945031332
1113,360,1024,2554724668
1675,2409,2048,1957164819
1632,2391,2048,1939159108
619,905,1024,1937484983
219,1722,2048,1933335705
1835,1678,8192,1935491642
289,1615,8192,1925763909
769,1357,4096,1924112258
686,320,2048,1935541044
391,1296,2048,1933811586
1416,85,2048,1937000957
1236,615,512,2600922691
1777,638,512,2639743531
2009,1564,512,2733568422
361,128,8192,1983167972
1182,1363,4096,1928393753
281,133,8192,1946858433
74,876,8192,1929724866
1898,388,1024,2548430904
2159,1142,1024,2660918065
1392,1159,1024,2621698548
1482,604,4096,1929018053
1440,2410,8192,1928945016
1284,2466,1024,2693809985
2066,992,512,2732551858
2080,255,1024,2576325379
1112,1502,512,2685966090
